consumer_id,n_purchases,total_spend,mean_ticket,median_ticket,ticket_cv,share_retail,share_food,share_hotels_rest,share_travel,share_clothing,share_home,share_phones_web,share_repairs,share_cash_advance,share_services,weekday_concentration,active_months,spend_per_active_month,post_payday_share,n_bills,total_bills,bill_utilities_n,bill_telecom_n,bill_rent_n,bill_mortgage_n,bill_consumer_loan_n,late_fee_n,late_fee_sum,total_income,mean_income_credit,n_income,cur_balance,cur_total_in,cur_total_out,LEAK_cur_n_entries,balance_std_proxy,LEAK_debt_service_n,LEAK_debt_service_sum,LEAK_overdraft_n,LEAK_credit_draw_n,LEAK_credit_draw_sum,LEAK_savings_balance,LEAK_pension_balance,LEAK_debt_balance,LEAK_min_balance_proxy
128,437,15057.23,34.45590389016018,23.75,1.1179570396557101,0.25935713275283706,0.23672813658289077,0.1104884497347786,0.05054382512586978,0.07956310689283488,0.1081633208764162,0.06353824707466116,0.0026219962104583653,0.04989098260437014,0.03910480214488323,0.002618312255965094,24,18.208333333333332,0.35500619967948954,48.0,3936.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,31114.56,1352.8069565217393,23,13417.74,31114.58,18993.28,508,3866.3932396494097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.4907531932183
129,459,17709.15,38.582026143790856,26.21,1.3206401547119873,0.25235880886434414,0.18208440269578155,0.11463904252886219,0.12934443493900044,0.060022643661609955,0.06475748412543797,0.03467868305367564,0.06438987754917655,0.055881281710302294,0.0418433408718092,0.0010177567112510388,24,19.125,0.2990431500100231,48.0,3936.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,60685.21000000001,2638.487391304348,23,41568.7,60685.3,21645.16,530,12425.869412297629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706.4442985093683
130,441,15880.02,36.00911564625851,26.3,0.98167001474717,0.2687137673630134,0.19086688807696714,0.14712135123255513,0.0645288859837708,0.04377450406233745,0.11116988517646703,0.06531918725543166,0.024840019093174945,0.04501253776758468,0.03865297398869775,0.002454030983032318,24,18.375,0.38191009835000206,24.0,960.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,31690.07,1377.8291304347827,23,686.37,31690.01,32324.06,511,4851.605960419669,0.0,0.0,0.0,0.0,0.0,0.0,15484.0,0.0,762.997024383015
131,462,16709.54,36.1678354978355,24.634999999999998,1.2497016634298932,0.2539950232023144,0.20354779365560033,0.12428229622120057,0.08588147848474584,0.06777385852632688,0.06554878231237964,0.05360231340898672,0.046734380479654135,0.033474290734514536,0.06515978297427696,0.002383864920307177,24,19.25,0.3595526866688131,24.0,2976.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,25071.360000000004,1090.059130434783,23,6430.38,25071.33,19685.59,509,1988.5011730097585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.63881428805814
132,462,16493.9,35.701082251082255,27.494999999999997,0.9712024989939194,0.25711626722606545,0.2240258519816417,0.13825353615579095,0.054997302032872765,0.08524969837333804,0.047284147472702036,0.057375150813331,0.05410242574527553,0.04681973335596797,0.0347758868430147,0.003976803819608854,24,19.25,0.33422780543109876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25894.57,1125.8508695652174,23,10479.75,25894.65,16493.85,485,2967.639230384245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.7138567061024
133,435,17247.6,39.64965517241379,24.97,1.58203622222712,0.23101706904148986,0.22490781326097545,0.0894785361441592,0.07811869477492521,0.07436686843386907,0.04905899951297572,0.04608003432361604,0.10344627658340871,0.030197244834063875,0.07332846309051695,0.0044891630062341425,24,18.125,0.38157424801131756,96.0,20424.0,24.0,24.0,0.0,24.0,24.0,0.0,0.0,53808.72000000001,2339.509565217392,23,18379.22,53808.77,37671.59,554,5346.555595487926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.432280027354
134,448,16581.99,37.01337053571429,26.855,1.1614195989218576,0.27954907704081355,0.20389711970638025,0.12551267972058844,0.049630955030126066,0.12528170623670623,0.050200850440749276,0.04143471320390375,0.05144738357700132,0.04596553248433995,0.027079982559391244,0.0042581142483635315,24,18.666666666666668,0.3122851961676493,72.0,15672.0,24.0,24.0,0.0,24.0,0.0,0.0,0.0,32713.93,1422.3447826086956,23,1823.1,32714.01,32254.0,543,934.4238484869727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.066363290139634
135,441,15841.46,35.921678004535146,23.59,1.2560286757421733,0.24720069993548577,0.17895699007540972,0.12000093425732225,0.09163107440854568,0.09097456926318662,0.07845993992977919,0.06374159957478667,0.027794786591639913,0.051843075070100865,0.04939633089374338,0.0018689906912853216,24,18.375,0.3316493555518242,48.0,3936.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,52598.88,2286.9078260869564,23,1388.86,52598.88,53401.64,535,10257.049124222696,0.0,0.0,0.0,0.0,0.0,33624.18,0.0,0.0,1467.8900201561987
136,438,18845.41,43.0260502283105,25.765,2.0613669938993935,0.23780910046531217,0.20313858918431593,0.10869808616527843,0.12880961464887203,0.05128675895085327,0.08223912347887363,0.03228531509794692,0.09473712697150126,0.03569038826961047,0.025305896767435672,0.0021751141881954927,24,18.25,0.3941214332826932,48.0,3936.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,41175.840000000004,1790.2539130434784,23,-343.16,41175.84,43234.67,556,6360.90634069758,23.0,651.5899999999999,1.0,0.0,0.0,0.0,19771.71,5665.450902021204,671.600125878168
137,422,14452.98,34.24876777251185,25.369999999999997,1.0692370209250288,0.2733470882821397,0.211264389765986,0.14801099842385446,0.07855196644567418,0.08472370403889025,0.06759228892588241,0.03326234451303468,0.035034989324001,0.04796381092342202,0.02024841935711528,0.004304112624097356,24,17.583333333333332,0.35163405747465226,72.0,8688.0,24.0,24.0,0.0,0.0,24.0,0.0,0.0,39882.0,1734.0,23,18402.77,39881.95,23140.94,517,5524.642900835074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.128111695853
138,408,14584.32,35.74588235294117,25.545,0.9034288387228009,0.2771833037124803,0.21113840069334738,0.13865370480077235,0.013735299280322976,0.06449735057925224,0.0959112252062489,0.04339043575566087,0.03788315121994032,0.07662338730911006,0.040983741442864666,0.003363013190059161,24,17.0,0.42187911400737227,48.0,3936.0,24.0,24.0,0.0,0.0,0.0,3.0,13.200000000000001,17811.85,774.4282608695652,23,20.58,17811.95,18533.53,482,356.28896435783264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-162.51556403338952
139,78,2243.73,28.76576923076923,21.215,1.0085078094162212,0.3849527349547405,0.28306881844072146,0.1581919393153365,0.011396201860295134,0.03237911869966529,0.037932371542030455,0.06931315265205706,0.0,0.022765662535153514,0.0,0.0074696522713260105,23,3.391304347826087,0.8859711284334567,60.0,21741.0,18.0,0.0,21.0,21.0,0.0,55.0,2178.88,25627.93,1114.2578260869566,23,0.5,25627.98,26695.32,233,611.0903894400874,0.0,0.0,0.0,0.0,0.0,0.0,531.72,0.0,-1044.0973425222933
140,448,16818.9,37.542187500000004,25.095,1.1339109091502455,0.23971365547092852,0.19248583438869366,0.12978672802620858,0.12552366682720034,0.09046727193811722,0.07455957286148321,0.031233314901687976,0.03284162460089542,0.038605973042232254,0.044782357942552725,0.0041138944542955524,24,18.666666666666668,0.3257335497565239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37767.130000000005,1642.049130434783,23,22522.0,37767.23,16818.87,471,6768.1050858341205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.3347238236514
141,436,14717.619999999999,33.75600917431193,24.42,0.9642355678546466,0.2506274791712247,0.21444567803761752,0.14537404824964906,0.04810084782729816,0.10228759813067603,0.05848907635881345,0.06471630603317656,0.024502603002387616,0.06426310775791194,0.027193255431244998,0.0015702050243052712,24,18.166666666666668,0.35405045109195643,48.0,5712.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,33351.840000000004,1450.0800000000002,23,14311.85,33351.82,20429.63,507,4427.2445715146205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.7991368193062
142,259,8076.99,31.185289575289573,21.39,1.357372638022742,0.237706125673054,0.2398913456621836,0.1281219860368776,0.020927350411477547,0.06608526196021043,0.12496363125372201,0.05861589527782009,0.02773310354476111,0.06337014159977913,0.032585158580114626,0.004437811036843153,24,10.791666666666666,0.7154868335852838,46.0,12972.0,23.0,0.0,23.0,0.0,0.0,34.0,950.4,23144.15,1006.2673913043479,23,1.81,23144.05,24106.57,376,753.0657022055973,0.0,0.0,0.0,0.0,0.0,0.0,2107.16,0.0,-235.39467761592994
143,152,4820.82,31.715921052631575,21.205,1.1270400744550912,0.2598313150045013,0.18615505245995495,0.13705759601063722,0.013881455851909013,0.06994038358619489,0.10550279827913095,0.06416543243680536,0.012728125090752197,0.047122688671221914,0.10361515260889227,0.0018269855920423073,23,6.608695652173913,0.779724196298555,92.0,18446.0,23.0,23.0,23.0,0.0,23.0,80.0,1605.78,25549.679999999997,1110.8556521739129,23,0.83,25549.62,26613.36,361,770.7528368968888,0.0,0.0,0.0,0.0,0.0,0.0,1740.78,0.0,-791.0423118657666
144,399,13693.37,34.31922305764411,26.47,0.8739882804267322,0.30903933801540456,0.26276731001937437,0.09457861724323523,0.009733177442806265,0.07400734808158985,0.05163520740329079,0.04614276836162318,0.027081719109320793,0.08382888945526194,0.0411856248680931,0.0023642497164643173,24,16.625,0.37530279251929943,47.0,7530.0,24.0,0.0,0.0,0.0,23.0,14.0,304.92,24218.08,1052.96,23,9.66,24218.06,25261.36,502,1290.2408310778849,0.0,0.0,0.0,0.0,0.0,3733.11,0.0,0.0,-240.60065548186253
145,405,13029.36,32.17125925925926,22.62,0.9609488207538965,0.33237089158638644,0.19652001326235521,0.12767549595682368,0.029264676085394833,0.1127760688168874,0.04952737509747217,0.048631705624834994,0.037395543603062624,0.03421349935837217,0.03162473060841055,0.004840823625923418,24,16.875,0.388846420699098,48.0,3936.0,24.0,24.0,0.0,0.0,0.0,2.0,8.8,18535.24,805.8800000000001,23,22.46,18535.3,19318.72,497,797.6495957582543,0.0,0.0,0.0,0.0,0.0,2344.68,0.0,0.0,7.5225164384957
146,382,13302.84,34.82418848167539,23.55,1.0845504254105431,0.3133548926394665,0.1894302269289866,0.13420818411707575,0.027068656016309298,0.09530897161809058,0.06674289099169801,0.04187827561633456,0.04185572404088149,0.05788538387291736,0.032266794158239895,0.0020338154559029764,24,15.916666666666666,0.48720348436875127,70.0,14332.0,23.0,23.0,24.0,0.0,0.0,10.0,71.72,30670.320000000003,1333.4921739130436,23,1.33,30670.32,31946.92,503,1369.408991138784,0.0,0.0,0.0,0.0,0.0,0.0,4240.34,0.0,205.13008837158304
147,126,4081.52,32.39301587301587,20.935000000000002,1.0931087119316552,0.25291558047002094,0.22520041553146866,0.07377643622963993,0.028638840431995924,0.10957437425272938,0.05886777475058312,0.04068337286109097,0.09152472608243988,0.01555057919598581,0.10326790019404536,0.005288791005640614,23,5.478260869565218,0.8666060683274859,47.0,13559.0,23.0,0.0,21.0,3.0,0.0,45.0,1429.45,20053.24,871.8800000000001,23,0.09,20053.25,20925.04,259,552.7689192274562,0.0,0.0,0.0,0.0,0.0,1855.05,0.0,0.0,-699.4794772264248
148,440,15893.11,36.120704545454544,24.744999999999997,1.1291923621294986,0.2674171386217046,0.20637370533520497,0.08539675368760424,0.07811057747665497,0.1005838379020846,0.04834988243333116,0.06590151329727158,0.07922238001247081,0.03917924182239976,0.029464969411273183,0.0033836010169934205,24,18.333333333333332,0.40532092208510484,24.0,2976.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,25558.56,1111.2417391304348,23,7754.33,25558.56,18869.17,487,2311.0281907234034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.89996875572342
149,89,1871.8700000000001,21.032247191011237,17.73,0.7191300663786396,0.3208609572245936,0.3480583587535459,0.10427540374064438,0.0,0.010978326486347877,0.11478361210981533,0.05830533103260376,0.0017469161854188594,0.010892850465042979,0.030098244001987316,0.0026254526407961665,22,4.045454545454546,0.7798565071292344,69.0,13892.0,23.0,23.0,23.0,0.0,0.0,63.0,1360.48,16607.61,722.07,23,0.56,16607.56,17329.07,259,341.15850852154597,0.0,0.0,0.0,0.0,0.0,0.0,204.74,0.0,-700.9521059579978
150,456,18441.18,40.441184210526316,27.345,1.4465812788049095,0.27315822523287553,0.2043583978899398,0.14624226866176676,0.12195803088522533,0.06492968454296309,0.037234602124159084,0.046952526899037915,0.03737721772684828,0.048500692471956784,0.019288353565227387,0.0018476127557586208,24,19.0,0.3861108670920191,48.0,14712.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,42058.08,1828.6121739130435,23,-803.35,42058.04,44613.81,582,2551.852161212231,22.0,1187.66,12.0,0.0,0.0,9913.06,0.0,10845.291420451873,542.2081885606822
151,436,15252.47,34.98272935779816,24.314999999999998,1.4172587036839832,0.2813282045465423,0.22854658950320833,0.08805721302844718,0.10579925743174712,0.09325112588321759,0.06973755726121736,0.04457769790728977,0.023320157325338122,0.049580166359940385,0.0158020307530518,0.0010062993054220648,24,18.166666666666668,0.31011632869954836,120.0,30984.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,46737.350000000006,2032.0586956521743,23,2448.2,46737.28,46236.47,579,1218.2995701393518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0867637473075
152,463,15998.54,34.554082073434124,26.11,0.8695531816523007,0.24627497259124895,0.21496961597745792,0.1352573422324787,0.10119673420199593,0.053289862699971366,0.07944287416226731,0.05179910166802721,0.025560457391736995,0.06577412688907862,0.026434912185736948,0.002983415064747197,24,19.291666666666668,0.3882935567870568,72.0,8688.0,24.0,24.0,0.0,0.0,24.0,0.0,0.0,63374.89,2755.43,23,1910.14,63374.94,64220.24,581,11793.869853966076,0.0,0.0,0.0,0.0,0.0,0.0,39533.7,0.0,1859.0121618999399
153,425,16775.88,39.472658823529414,25.53,2.5681673889853913,0.21403228921523043,0.2445213008199868,0.1018569517664647,0.1578742814087845,0.1010039413729712,0.05452530657110089,0.04564648769542939,0.011244715627436532,0.04643929260342825,0.022855432919167275,0.0047459961067714,24,17.708333333333332,0.4618833706488124,72.0,14496.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,127318.08,5535.568695652174,23,4007.09,127318.05,128615.87,543,29514.194494019033,0.0,0.0,0.0,0.0,0.0,0.0,97344.14,0.0,3981.278588185177
154,461,19310.44,41.888156182212576,24.73,1.6421755184192215,0.25904277686059973,0.16833847390323578,0.1457905671750618,0.13039733947025547,0.04163913406426783,0.047390427147180496,0.04408806842309135,0.09569745691967661,0.02387827517135809,0.04373748086527288,0.0032466629342526865,24,19.208333333333332,0.27979010317734865,24.0,960.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,43004.88,1869.7773913043477,23,24526.18,43004.84,20270.53,508,7179.4763439776425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.5485097926019
155,418,15246.57,36.47504784688995,26.810000000000002,0.9484031621355321,0.2712295290022608,0.25107745545391524,0.14183714763386127,0.0806037029968052,0.058287208204861815,0.049043817724248796,0.049918768614842554,0.04111088592385041,0.04402236043910204,0.0128691240062519,0.0031223444544907775,24,17.416666666666668,0.3505896736118353,24.0,960.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,22134.239999999998,962.3582608695651,23,6849.88,22134.19,16206.57,465,2150.0788254810022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.09778061565066
156,438,16032.87,36.60472602739726,23.215,1.3322638267871345,0.2581290810690787,0.19084667935310395,0.12593378478089073,0.07664317118519641,0.07563898416191236,0.10795447103357039,0.03514280350305342,0.04049867553345096,0.06446631202024342,0.024746037359499578,0.0031173474323513695,24,18.25,0.41006257769195403,48.0,3936.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,53741.99,2336.608260869565,23,1651.43,53741.91,54329.72,532,10763.210151905196,0.0,0.0,0.0,0.0,0.0,34360.81,0.0,0.0,1503.2561662542655
157,451,17195.42,38.12731707317073,27.04,1.2627881648868444,0.2349078998942742,0.2238578644778668,0.1087626821560625,0.10735765686444415,0.0872819622899586,0.0706653283257984,0.03137812277920516,0.03828461299578609,0.06031199005316532,0.03719188016343887,0.001966096976482423,24,18.791666666666668,0.36088214187266143,48.0,3936.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,42816.71,1861.5960869565217,23,1047.71,42816.61,43552.93,545,7101.2477792091,0.0,0.0,0.0,0.0,0.0,0.0,22421.57,0.0,1198.1655151718778
158,445,17666.41,39.69979775280899,28.15,1.1568459737829146,0.238618372380127,0.19867307506165657,0.10017824787265778,0.08005361587328721,0.06680191391459839,0.05937142860377406,0.06367281185028537,0.05623723212582522,0.06673002607773736,0.06966327624005104,0.004235193655981018,24,18.541666666666668,0.35338249253809917,24.0,960.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,60482.4,2629.669565217391,23,2062.4,60482.35,60940.05,515,13198.872994190022,0.0,0.0,0.0,0.0,0.0,42313.62,0.0,0.0,1856.9377544151366
159,218,6502.88,29.8297247706422,21.490000000000002,0.970035994528175,0.25066278325910984,0.24139765765322443,0.14908317545456784,0.09485950840243093,0.09130723617843171,0.065438697930763,0.04579201830573531,0.017100115641069804,0.02319587628865979,0.021162930886007434,0.0028571144225292278,24,9.083333333333334,0.771424353517211,69.0,17526.0,23.0,0.0,23.0,0.0,23.0,48.0,1042.3600000000001,25970.149999999998,1129.136956521739,23,4.03,25970.06,27048.11,372,772.2222875507806,0.0,0.0,0.0,0.0,0.0,1976.79,0.0,0.0,-363.6242391069927
160,322,11046.68,34.3064596273292,23.240000000000002,0.9956082879898333,0.2981447819616391,0.2390347145024568,0.13073339682148843,0.07124584037919084,0.07699870006191904,0.06286232605633547,0.04452831076848428,0.033754032885898747,0.024853621178489823,0.0178442753840973,0.003540246809503822,24,13.416666666666666,0.6018369320012891,23.0,2852.0,23.0,0.0,0.0,0.0,0.0,16.0,218.24,13554.96,589.3460869565217,23,2.9,13554.98,14116.87,384,207.04907781063898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.53927833871842
161,40,703.4300000000001,17.58575,9.89,1.0991093871228426,0.5319079368238488,0.06860668438934932,0.20375872510413257,0.010761554099199636,0.0,0.08525368551241772,0.04381388339991186,0.0,0.0,0.05589753067113998,0.027301620775359692,19,2.1052631578947367,0.6314487582275421,33.0,11253.0,6.0,6.0,0.0,21.0,0.0,31.0,1219.79,12627.46,549.02,23,0.19,12627.37,13176.2,127,296.2182200577612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-543.1937782490463
162,439,15613.6,35.56628701594533,25.05,1.1548695997343772,0.25521276323205405,0.2347235743198237,0.10785789311881948,0.09432225751908592,0.08009876005533637,0.06247053850489316,0.0644450991443357,0.019046856586565554,0.029091305016139775,0.05273095250294614,0.0046340441522264575,24,18.291666666666668,0.36734641594507356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56924.64000000001,2474.9843478260873,23,35411.29,56924.6,23885.17,475,10155.507367100237,13.0,8271.6,0.0,0.0,0.0,0.0,0.0,0.0,1357.9482383719912
163,351,12409.86,35.3557264957265,25.36,1.004350691126028,0.2780313395960954,0.22023697285867855,0.12933344937009766,0.06880738380610257,0.06924091005055658,0.08387524113890084,0.03767165785915393,0.012010610917447902,0.058867706807329015,0.041924727595637666,0.0024681051879387184,24,14.625,0.4498995153853468,48.0,3936.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,96441.84,4193.123478260869,23,17.89,97121.07,97103.18,459,23739.23298047351,0.0,0.0,0.0,14.0,679.28,0.0,80757.34,23607.9236659728,-56.21
164,129,2940.2400000000002,22.792558139534886,15.99,0.7881473888278033,0.28081721220036465,0.20886050118357688,0.13101651565858569,0.041826517563192125,0.08039139662068404,0.01582523875601992,0.10045438467608085,0.01908007509591054,0.044118847441025226,0.07760931080456018,0.0023680662324450097,24,5.375,0.6543241368051588,81.0,19858.0,23.0,23.0,21.0,14.0,0.0,74.0,2081.86,23888.15,1038.6152173913044,23,3.3,23888.09,24880.13,307,521.6766681707984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1969.0328466773726
165,435,17003.52,39.08855172413793,26.79,1.838618992712156,0.27123030995934955,0.21900171258657028,0.07998461495031615,0.05942769497139414,0.08849050079042456,0.07227738727040046,0.05031546409214092,0.09026542739385726,0.036094879177958436,0.032912008807588065,0.003180324289860148,24,18.125,0.32548966331677204,24.0,2976.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,96681.11,4203.526521739131,23,3355.62,96681.06,97353.82,505,22758.763700815165,0.0,0.0,0.0,0.0,0.0,0.0,77374.28,0.0,3628.8074746275597
166,420,17892.86,42.60204761904762,25.905,1.2100787305691296,0.2699316934240809,0.16593490364312916,0.07882082573719348,0.11739878364889682,0.10770720835014637,0.055548414283686336,0.042282228777288815,0.041095163098576755,0.09124812914201531,0.030032649894986045,0.00620881036859755,24,17.5,0.3129326446414939,48.0,14712.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,56766.759999999995,2468.12,23,1137.04,56766.79,58097.87,514,7930.643342332521,0.0,0.0,0.0,0.0,0.0,0.0,25492.96,0.0,843.8612164607805
